Date;Time;SensorId;Value
01.01.2019;00:06:00;33;8,97
01.01.2019;00:06:01;18;6,08
01.01.2019;00:06:16;16;12,87
01.01.2019;00:06:22;12;5,27
01.01.2019;00:06:24;6;7,61
01.01.2019;00:06:27;22;13,42
01.01.2019;00:06:31;28;21,08
01.01.2019;00:06:37;34;15,20
01.01.2019;00:06:41;36;10,18
01.01.2019;00:06:44;4;15,47
01.01.2019;00:06:52;10;16,99
01.01.2019;00:06:58;30;5,40
01.01.2019;00:08:00;1;15,59
01.01.2019;00:08:00;3;5,00
01.01.2019;00:08:00;7;12,95
01.01.2019;00:08:00;9;5,00
01.01.2019;00:08:00;13;14,15
01.01.2019;00:08:00;15;5,00
01.01.2019;00:08:00;19;13,21
01.01.2019;00:08:00;21;4,20
01.01.2019;00:08:00;24;3,24
01.01.2019;00:08:00;25;16,73
01.01.2019;00:08:00;27;3,19
01.01.2019;00:08:00;31;16,69
01.01.2019;00:08:00;33;8,97
01.01.2019;00:08:01;18;7,15
01.01.2019;00:08:16;16;9,30
01.01.2019;00:08:22;12;4,06
01.01.2019;00:08:24;6;7,16
01.01.2019;00:08:27;22;16,08
01.01.2019;00:08:31;28;11,83
01.01.2019;00:08:37;34;14,03
01.01.2019;00:08:41;36;8,00
01.01.2019;00:08:44;4;16,25
01.01.2019;00:08:52;10;15,86
01.01.2019;00:08:58;30;3,13
01.01.2019;00:10:00;1;17,24
01.01.2019;00:10:00;2;-13,50
01.01.2019;00:10:00;3;5,00
01.01.2019;00:10:00;7;12,95
01.01.2019;00:10:00;8;-14,65
01.01.2019;00:10:00;9;5,00
01.01.2019;00:10:00;13;14,15
01.01.2019;00:10:00;14;-14,25
01.01.2019;00:10:00;15;5,00
01.01.2019;00:10:00;19;13,21
01.01.2019;00:10:00;20;-15,85
01.01.2019;00:10:00;21;4,20
01.01.2019;00:10:00;24;5,29
01.01.2019;00:10:00;25;16,73
01.01.2019;00:10:00;26;-15,40
01.01.2019;00:10:00;27;3,19
01.01.2019;00:10:00;31;18,59
01.01.2019;00:10:00;32;-14,62
01.01.2019;00:10:00;33;8,97
01.01.2019;00:10:01;18;6,17
01.01.2019;00:10:05;17;-14,70
01.01.2019;00:10:12;5;-15,24
01.01.2019;00:10:16;16;13,49
01.01.2019;00:10:22;12;5,73
01.01.2019;00:10:24;6;5,80
01.01.2019;00:10:27;22;13,63
01.01.2019;00:10:31;28;16,97
01.01.2019;00:10:34;11;-15,74
01.01.2019;00:10:37;34;18,65
01.01.2019;00:10:41;36;10,43
01.01.2019;00:10:43;23;-17,46
01.01.2019;00:10:44;4;16,93
01.01.2019;00:10:52;10;12,46
01.01.2019;00:10:53;35;-15,59
01.01.2019;00:10:55;29;-17,01
01.01.2019;00:10:58;30;4,22
01.01.2019;00:12:00;1;17,24
01.01.2019;00:12:00;3;5,00
01.01.2019;00:12:00;7;12,40
01.01.2019;00:12:00;9;5,00
01.01.2019;00:12:00;13;14,15
01.01.2019;00:12:00;15;5,00
01.01.2019;00:12:00;19;13,21
01.01.2019;00:12:00;21;4,20
01.01.2019;00:12:00;24;4,77
01.01.2019;00:12:00;25;16,73
01.01.2019;00:12:00;27;3,19
01.01.2019;00:12:00;31;18,59
01.01.2019;00:12:00;33;8,97
01.01.2019;00:12:01;18;4,90
01.01.2019;00:12:16;16;14,19
01.01.2019;00:12:22;12;6,02
01.01.2019;00:12:24;6;5,34
01.01.2019;00:12:27;22;10,46
01.01.2019;00:12:31;28;15,67
01.01.2019;00:12:37;34;19,21
01.01.2019;00:12:41;36;9,10
01.01.2019;00:12:44;4;13,90
01.01.2019;00:12:52;10;10,75
01.01.2019;00:12:58;30;4,44
01.01.2019;00:14:00;1;17,24
01.01.2019;00:14:00;3;5,00
01.01.2019;00:14:00;7;11,76
01.01.2019;00:14:00;9;5,00
01.01.2019;00:14:00;13;14,15
01.01.2019;00:14:00;15;5,00
01.01.2019;00:14:00;19;13,21
01.01.2019;00:14:00;21;4,20
01.01.2019;00:14:00;24;4,22
01.01.2019;00:14:00;25;17,35
01.01.2019;00:14:00;27;3,19
01.01.2019;00:14:00;31;19,34
01.01.2019;00:14:00;33;8,97
01.01.2019;00:14:01;18;4,91
01.01.2019;00:14:16;16;16,19
01.01.2019;00:14:22;12;6,81
01.01.2019;00:14:24;6;6,70
01.01.2019;00:14:27;22;10,50
01.01.2019;00:14:31;28;14,90
01.01.2019;00:14:37;34;17,16
01.01.2019;00:14:41;36;11,20
01.01.2019;00:14:44;4;18,73
01.01.2019;00:14:52;10;13,52
01.01.2019;00:14:58;30;3,32
01.01.2019;00:15:00;2;-13,50
01.01.2019;00:15:00;8;-14,65
01.01.2019;00:15:00;14;-14,25
01.01.2019;00:15:00;20;-15,85
01.01.2019;00:15:00;26;-15,40
01.01.2019;00:15:00;32;-14,62
01.01.2019;00:15:05;17;-15,13
01.01.2019;00:15:12;5;-13,79
01.01.2019;00:15:34;11;-13,48
01.01.2019;00:15:43;23;-14,57
01.01.2019;00:15:53;35;-15,40
01.01.2019;00:15:55;29;-14,13
01.01.2019;00:16:00;1;18,36
01.01.2019;00:16:00;3;5,00
01.01.2019;00:16:00;7;10,11
01.01.2019;00:16:00;9;5,00
01.01.2019;00:16:00;13;14,15
01.01.2019;00:16:00;15;5,00
01.01.2019;00:16:00;19;13,21
01.01.2019;00:16:00;21;4,20
01.01.2019;00:16:00;24;5,79
01.01.2019;00:16:00;25;17,35
01.01.2019;00:16:00;27;3,19
01.01.2019;00:16:00;31;19,34
01.01.2019;00:16:00;33;8,97
01.01.2019;00:16:01;18;6,68
01.01.2019;00:16:16;16;17,29
01.01.2019;00:16:22;12;7,25
01.01.2019;00:16:24;6;7,34
01.01.2019;00:16:27;22;14,91
01.01.2019;00:16:31;28;18,84
01.01.2019;00:16:37;34;20,62
01.01.2019;00:16:41;36;9,91
01.01.2019;00:16:44;4;21,91
01.01.2019;00:16:52;10;13,45
01.01.2019;00:16:58;30;4,70
01.01.2019;00:18:00;1;18,36
01.01.2019;00:18:00;3;5,00
01.01.2019;00:18:00;7;10,00
01.01.2019;00:18:00;9;5,00
01.01.2019;00:18:00;13;14,15
01.01.2019;00:18:00;15;5,00
01.01.2019;00:18:00;19;11,44
01.01.2019;00:18:00;21;3,75
01.01.2019;00:18:00;24;3,21
01.01.2019;00:18:00;25;17,35
01.01.2019;00:18:00;27;1,38
01.01.2019;00:18:00;31;19,34
01.01.2019;00:18:00;33;8,97
01.01.2019;00:18:01;18;4,86
01.01.2019;00:18:16;16;15,99
01.01.2019;00:18:22;12;6,73
01.01.2019;00:18:24;6;7,13
01.01.2019;00:18:27;22;8,59
01.01.2019;00:18:31;28;13,50
01.01.2019;00:18:37;34;14,49
01.01.2019;00:18:41;36;10,15
01.01.2019;00:18:44;4;22,20
01.01.2019;00:18:52;10;12,83
01.01.2019;00:18:58;30;0,43
01.01.2019;00:20:00;1;18,36
01.01.2019;00:20:00;2;-12,99
01.01.2019;00:20:00;3;5,00
01.01.2019;00:20:00;7;11,31
01.01.2019;00:20:00;8;-14,65
01.01.2019;00:20:00;9;3,13
01.01.2019;00:20:00;13;13,20
01.01.2019;00:20:00;14;-14,25
01.01.2019;00:20:00;15;5,00
01.01.2019;00:20:00;19;11,44
01.01.2019;00:20:00;20;-15,85
01.01.2019;00:20:00;21;3,75
01.01.2019;00:20:00;24;6,67
01.01.2019;00:20:00;25;17,60
01.01.2019;00:20:00;26;-15,97
01.01.2019;00:20:00;27;1,38
01.01.2019;00:20:00;31;19,34
01.01.2019;00:20:00;32;-14,14
01.01.2019;00:20:00;33;8,97
01.01.2019;00:20:01;18;4,77
01.01.2019;00:20:05;17;-16,20
01.01.2019;00:20:12;5;-13,01
01.01.2019;00:20:16;16;9,60
01.01.2019;00:20:22;12;2,70
01.01.2019;00:20:24;6;5,41
01.01.2019;00:20:27;22;8,35
01.01.2019;00:20:31;28;22,39
01.01.2019;00:20:34;11;-13,88
01.01.2019;00:20:37;34;22,01
01.01.2019;00:20:41;36;11,24
01.01.2019;00:20:43;23;-17,81
01.01.2019;00:20:44;4;19,01
01.01.2019;00:20:52;10;9,83
01.01.2019;00:20:53;35;-15,32
01.01.2019;00:20:55;29;-17,93
01.01.2019;00:20:58;30;3,44
01.01.2019;00:22:00;1;18,36
01.01.2019;00:22:00;3;5,00
01.01.2019;00:22:00;7;12,85
01.01.2019;00:22:00;9;2,17
01.01.2019;00:22:00;13;12,36
01.01.2019;00:22:00;15;5,00
01.01.2019;00:22:00;19;11,00
01.01.2019;00:22:00;21;3,75
01.01.2019;00:22:00;24;4,35
01.01.2019;00:22:00;25;19,27
01.01.2019;00:22:00;27;1,38
01.01.2019;00:22:00;31;20,00
01.01.2019;00:22:00;33;8,97
01.01.2019;00:22:01;18;7,63
01.01.2019;00:22:16;16;9,33
01.01.2019;00:22:22;12;1,96
01.01.2019;00:22:24;6;6,83
01.01.2019;00:22:27;22;15,08
01.01.2019;00:22:31;28;18,27
01.01.2019;00:22:37;34;23,91
01.01.2019;00:22:41;36;10,38
01.01.2019;00:22:44;4;15,51
01.01.2019;00:22:52;10;14,91
01.01.2019;00:22:58;30;3,94
01.01.2019;00:24:00;1;18,36
01.01.2019;00:24:00;3;6,88
01.01.2019;00:24:00;7;12,85
01.01.2019;00:24:00;9;2,17
01.01.2019;00:24:00;13;11,08
01.01.2019;00:24:00;15;5,00
01.01.2019;00:24:00;19;11,00
01.01.2019;00:24:00;21;3,75
01.01.2019;00:24:00;24;3,31
01.01.2019;00:24:00;25;20,00
01.01.2019;00:24:00;27;1,38
01.01.2019;00:24:00;31;20,00
01.01.2019;00:24:00;33;8,97
01.01.2019;00:24:01;18;4,56
01.01.2019;00:24:16;16;14,37
01.01.2019;00:24:22;12;4,49
01.01.2019;00:24:24;6;9,20
01.01.2019;00:24:27;22;7,40
01.01.2019;00:24:31;28;16,40
01.01.2019;00:24:37;34;16,39
01.01.2019;00:24:41;36;9,77
01.01.2019;00:24:44;4;21,67
01.01.2019;00:24:52;10;16,14
01.01.2019;00:24:58;30;0,93
01.01.2019;00:25:00;2;-12,99
01.01.2019;00:25:00;8;-14,26
01.01.2019;00:25:00;14;-13,82
01.01.2019;00:25:00;20;-16,35
01.01.2019;00:25:00;26;-15,97
01.01.2019;00:25:00;32;-13,67
01.01.2019;00:25:05;17;-14,30
01.01.2019;00:25:12;5;-13,35
01.01.2019;00:25:34;11;-14,68
01.01.2019;00:25:43;23;-16,52
01.01.2019;00:25:53;35;-13,89
01.01.2019;00:25:55;29;-16,13
01.01.2019;00:26:00;1;18,36
01.01.2019;00:26:00;3;8,87
01.01.2019;00:26:00;7;12,85
01.01.2019;00:26:00;9;2,17
01.01.2019;00:26:00;13;11,08
01.01.2019;00:26:00;15;5,00
01.01.2019;00:26:00;19;11,00
01.01.2019;00:26:00;21;3,75
01.01.2019;00:26:00;24;6,08
01.01.2019;00:26:00;25;20,00
01.01.2019;00:26:00;27;1,38
01.01.2019;00:26:00;31;20,00
01.01.2019;00:26:00;33;8,97
01.01.2019;00:26:01;18;6,02
01.01.2019;00:26:16;16;13,10
01.01.2019;00:26:22;12;3,98
01.01.2019;00:26:24;6;9,39
01.01.2019;00:26:27;22;11,06
01.01.2019;00:26:31;28;23,30
01.01.2019;00:26:37;34;16,54
01.01.2019;00:26:41;36;11,80
01.01.2019;00:26:44;4;13,90
01.01.2019;00:26:52;10;11,63
01.01.2019;00:26:58;30;0,99
01.01.2019;00:28:00;1;19,59
01.01.2019;00:28:00;3;8,87
01.01.2019;00:28:00;7;12,85
01.01.2019;00:28:00;9;2,17
01.01.2019;00:28:00;13;10,00
01.01.2019;00:28:00;15;6,20
01.01.2019;00:28:00;19;10,22
01.01.2019;00:28:00;21;3,75
01.01.2019;00:28:00;24;5,83
01.01.2019;00:28:00;25;20,00
01.01.2019;00:28:00;27;1,02
01.01.2019;00:28:00;31;20,00
01.01.2019;00:28:00;33;8,97
01.01.2019;00:28:01;18;7,47
01.01.2019;00:28:16;16;5,69
01.01.2019;00:28:22;12;1,44
01.01.2019;00:28:24;6;11,35
01.01.2019;00:28:27;22;10,90
01.01.2019;00:28:31;28;22,68
01.01.2019;00:28:37;34;24,67
01.01.2019;00:28:41;36;9,84
01.01.2019;00:28:44;4;21,28
01.01.2019;00:28:52;10;16,54
01.01.2019;00:28:58;30;3,89
01.01.2019;00:30:00;1;19,59
01.01.2019;00:30:00;2;-12,99
01.01.2019;00:30:00;3;8,87
01.01.2019;00:30:00;7;12,85
01.01.2019;00:30:00;8;-14,26
01.01.2019;00:30:00;9;2,17
01.01.2019;00:30:00;13;10,00
01.01.2019;00:30:00;14;-13,47
01.01.2019;00:30:00;15;6,20
01.01.2019;00:30:00;19;10,00
01.01.2019;00:30:00;20;-16,82
01.01.2019;00:30:00;21;3,75
01.01.2019;00:30:00;24;4,05
01.01.2019;00:30:00;25;20,00
01.01.2019;00:30:00;26;-15,97
01.01.2019;00:30:00;27;1,02
01.01.2019;00:30:00;31;20,00
01.01.2019;00:30:00;32;-13,67
01.01.2019;00:30:00;33;8,97
01.01.2019;00:30:01;18;6,53
01.01.2019;00:30:05;17;-13,70
01.01.2019;00:30:12;5;-14,41
01.01.2019;00:30:16;16;14,64
01.01.2019;00:30:22;12;5,03
01.01.2019;00:30:24;6;11,76
01.01.2019;00:30:27;22;8,32
01.01.2019;00:30:31;28;18,24
01.01.2019;00:30:34;11;-15,09
01.01.2019;00:30:37;34;18,17
01.01.2019;00:30:41;36;10,71
01.01.2019;00:30:43;23;-17,44
01.01.2019;00:30:44;4;24,38
01.01.2019;00:30:52;10;17,56
01.01.2019;00:30:53;35;-13,70
01.01.2019;00:30:55;29;-16,59
01.01.2019;00:30:58;30;1,29
01.01.2019;00:32:00;1;19,94
01.01.2019;00:32:00;3;8,87
01.01.2019;00:32:00;7;13,07
01.01.2019;00:32:00;9;2,17
01.01.2019;00:32:00;13;10,00
01.01.2019;00:32:00;15;6,20
01.01.2019;00:32:00;19;10,21
01.01.2019;00:32:00;21;3,75
01.01.2019;00:32:00;24;4,38
01.01.2019;00:32:00;25;20,00
01.01.2019;00:32:00;27;1,02
01.01.2019;00:32:00;31;20,00
01.01.2019;00:32:00;33;8,97
01.01.2019;00:32:01;18;7,92
01.01.2019;00:32:16;16;8,74
01.01.2019;00:32:22;12;2,67
01.01.2019;00:32:24;6;10,47
01.01.2019;00:32:27;22;12,01
01.01.2019;00:32:31;28;19,05
01.01.2019;00:32:37;34;16,31
01.01.2019;00:32:41;36;9,72
01.01.2019;00:32:44;4;24,16
01.01.2019;00:32:52;10;14,55
01.01.2019;00:32:58;30;0,55
01.01.2019;00:34:00;1;19,94
01.01.2019;00:34:00;3;10,50
01.01.2019;00:34:00;7;13,07
01.01.2019;00:34:00;9;1,50
01.01.2019;00:34:00;13;10,00
01.01.2019;00:34:00;15;6,20
01.01.2019;00:34:00;19;10,21
01.01.2019;00:34:00;21;3,75
01.01.2019;00:34:00;24;6,62
01.01.2019;00:34:00;25;20,00
01.01.2019;00:34:00;27;1,02
01.01.2019;00:34:00;31;20,00
01.01.2019;00:34:00;33;8,97
01.01.2019;00:34:01;18;5,38
01.01.2019;00:34:16;16;12,46
01.01.2019;00:34:22;12;3,48
01.01.2019;00:34:24;6;12,81
01.01.2019;00:34:27;22;5,67
01.01.2019;00:34:31;28;24,66
01.01.2019;00:34:37;34;23,86
01.01.2019;00:34:41;36;8,72
01.01.2019;00:34:44;4;24,00
01.01.2019;00:34:52;10;16,33
01.01.2019;00:34:58;30;3,57
01.01.2019;00:35:00;2;-12,99
01.01.2019;00:35:00;8;-13,72
01.01.2019;00:35:00;14;-13,02
01.01.2019;00:35:00;20;-16,82
01.01.2019;00:35:00;26;-15,97
01.01.2019;00:35:00;32;-13,67
01.01.2019;00:35:05;17;-12,56
01.01.2019;00:35:12;5;-12,72
01.01.2019;00:35:34;11;-13,35
01.01.2019;00:35:43;23;-17,93
01.01.2019;00:35:53;35;-14,68
01.01.2019;00:35:55;29;-17,07
01.01.2019;00:36:00;1;19,94
01.01.2019;00:36:00;3;11,24
01.01.2019;00:36:00;7;13,07
01.01.2019;00:36:00;9;1,50
01.01.2019;00:36:00;13;10,00
01.01.2019;00:36:00;15;6,20
01.01.2019;00:36:00;19;10,21
01.01.2019;00:36:00;21;3,75
01.01.2019;00:36:00;24;4,29
01.01.2019;00:36:00;25;20,00
01.01.2019;00:36:00;27;1,02
01.01.2019;00:36:00;31;19,15
01.01.2019;00:36:00;33;8,97
01.01.2019;00:36:01;18;9,00
01.01.2019;00:36:16;16;10,45
01.01.2019;00:36:22;12;2,68
01.01.2019;00:36:24;6;10,69
01.01.2019;00:36:27;22;14,72
01.01.2019;00:36:31;28;18,84
01.01.2019;00:36:37;34;22,32
01.01.2019;00:36:41;36;8,86
01.01.2019;00:36:44;4;21,72
01.01.2019;00:36:52;10;9,18
01.01.2019;00:36:58;30;3,29
01.01.2019;00:38:00;1;20,00
01.01.2019;00:38:00;3;11,24
01.01.2019;00:38:00;7;13,07
01.01.2019;00:38:00;9;1,50
01.01.2019;00:38:00;13;10,00
01.01.2019;00:38:00;15;6,20
01.01.2019;00:38:00;19;10,73
01.01.2019;00:38:00;21;3,75
01.01.2019;00:38:00;24;4,26
01.01.2019;00:38:00;25;20,00
01.01.2019;00:38:00;27;1,02
01.01.2019;00:38:00;31;19,15
01.01.2019;00:38:00;33;8,97
01.01.2019;00:38:01;18;5,92
01.01.2019;00:38:16;16;8,72
01.01.2019;00:38:22;12;1,99
01.01.2019;00:38:24;6;10,95
01.01.2019;00:38:27;22;7,53
01.01.2019;00:38:31;28;18,75
01.01.2019;00:38:37;34;19,85
01.01.2019;00:38:41;36;9,49
01.01.2019;00:38:44;4;24,81
01.01.2019;00:38:52;10;9,83
01.01.2019;00:38:58;30;2,30
01.01.2019;00:40:00;1;19,12
01.01.2019;00:40:00;2;-12,99
01.01.2019;00:40:00;3;11,24
01.01.2019;00:40:00;7;14,73
01.01.2019;00:40:00;8;-13,72
01.01.2019;00:40:00;9;1,50
01.01.2019;00:40:00;13;11,57
01.01.2019;00:40:00;14;-12,53
01.01.2019;00:40:00;15;6,20
01.01.2019;00:40:00;19;11,78
01.01.2019;00:40:00;20;-16,82
01.01.2019;00:40:00;21;3,75
01.01.2019;00:40:00;24;2,83
01.01.2019;00:40:00;25;20,00
01.01.2019;00:40:00;26;-15,97
01.01.2019;00:40:00;27;1,02
01.01.2019;00:40:00;31;17,20
01.01.2019;00:40:00;32;-13,67
01.01.2019;00:40:00;33;9,87
01.01.2019;00:40:01;18;8,77
01.01.2019;00:40:05;17;-11,68
01.01.2019;00:40:12;5;-12,00
01.01.2019;00:40:16;16;15,56
01.01.2019;00:40:22;12;4,09
01.01.2019;00:40:24;6;13,33
01.01.2019;00:40:27;22;15,70
01.01.2019;00:40:31;28;15,18
01.01.2019;00:40:34;11;-12,80
01.01.2019;00:40:37;34;13,64
01.01.2019;00:40:41;36;9,42
01.01.2019;00:40:43;23;-16,55
01.01.2019;00:40:44;4;20,59
01.01.2019;00:40:52;10;17,46
01.01.2019;00:40:53;35;-13,47
01.01.2019;00:40:55;29;-15,70
01.01.2019;00:40:58;30;0,60
01.01.2019;00:42:00;1;18,30
01.01.2019;00:42:00;3;11,24
01.01.2019;00:42:00;7;14,73
01.01.2019;00:42:00;9;1,50
01.01.2019;00:42:00;13;11,57
01.01.2019;00:42:00;15;6,20
01.01.2019;00:42:00;19;13,26
01.01.2019;00:42:00;21;3,75
01.01.2019;00:42:00;24;2,80
01.01.2019;00:42:00;25;20,00
01.01.2019;00:42:00;27;1,02
01.01.2019;00:42:00;31;16,70
01.01.2019;00:42:00;33;9,87
01.01.2019;00:42:01;18;5,54
01.01.2019;00:42:16;16;10,62
01.01.2019;00:42:22;12;2,12
01.01.2019;00:42:24;6;12,16
01.01.2019;00:42:27;22;9,10
01.01.2019;00:42:31;28;15,10
01.01.2019;00:42:37;34;21,05
01.01.2019;00:42:41;36;11,33
01.01.2019;00:42:44;4;18,84
01.01.2019;00:42:52;10;14,52
01.01.2019;00:42:58;30;3,76
01.01.2019;00:44:00;1;16,94
01.01.2019;00:44:00;3;11,24
01.01.2019;00:44:00;7;14,73
01.01.2019;00:44:00;9;1,50
01.01.2019;00:44:00;13;11,57
01.01.2019;00:44:00;15;6,20
01.01.2019;00:44:00;19;13,82
01.01.2019;00:44:00;21;3,75
01.01.2019;00:44:00;24;6,34
01.01.2019;00:44:00;25;19,67
01.01.2019;00:44:00;27;0,59
01.01.2019;00:44:00;31;16,70
01.01.2019;00:44:00;33;9,87
01.01.2019;00:44:01;18;5,97
01.01.2019;00:44:16;16;13,15
01.01.2019;00:44:22;12;3,13
01.01.2019;00:44:24;6;14,06
01.01.2019;00:44:27;22;10,75
01.01.2019;00:44:31;28;23,64
01.01.2019;00:44:37;34;17,71
01.01.2019;00:44:41;36;9,41
01.01.2019;00:44:44;4;14,44
01.01.2019;00:44:52;10;19,27
01.01.2019;00:44:58;30;2,00
01.01.2019;00:45:00;2;-12,99
01.01.2019;00:45:00;8;-13,25
01.01.2019;00:45:00;14;-12,22
01.01.2019;00:45:00;20;-16,82
01.01.2019;00:45:00;26;-16,32
01.01.2019;00:45:00;32;-13,10
01.01.2019;00:45:05;17;-11,83
01.01.2019;00:45:12;5;-11,90
01.01.2019;00:45:34;11;-12,51
01.01.2019;00:45:43;23;-18,42
01.01.2019;00:45:53;35;-15,05
01.01.2019;00:45:55;29;-17,92
01.01.2019;00:46:00;1;16,94
01.01.2019;00:46:00;3;11,24
01.01.2019;00:46:00;7;15,81
01.01.2019;00:46:00;9;1,50
01.01.2019;00:46:00;13;11,57
01.01.2019;00:46:00;15;6,20
01.01.2019;00:46:00;19;13,82
01.01.2019;00:46:00;21;3,75
01.01.2019;00:46:00;24;5,40
01.01.2019;00:46:00;25;19,67
01.01.2019;00:46:00;27;0,59
01.01.2019;00:46:00;31;16,70
01.01.2019;00:46:00;33;9,87
01.01.2019;00:46:01;18;5,48
01.01.2019;00:46:16;16;14,88
01.01.2019;00:46:22;12;3,82
01.01.2019;00:46:24;6;11,21
01.01.2019;00:46:27;22;9,53
01.01.2019;00:46:31;28;21,27
01.01.2019;00:46:37;34;14,20
01.01.2019;00:46:41;36;10,83
01.01.2019;00:46:44;4;18,46
01.01.2019;00:46:52;10;13,22
01.01.2019;00:46:58;30;0,59
01.01.2019;00:48:00;1;16,94
01.01.2019;00:48:00;3;11,24
01.01.2019;00:48:00;7;15,81
01.01.2019;00:48:00;9;1,50
01.01.2019;00:48:00;13;11,57
01.01.2019;00:48:00;15;6,20
01.01.2019;00:48:00;19;13,82
01.01.2019;00:48:00;21;3,75
01.01.2019;00:48:00;24;6,59
01.01.2019;00:48:00;25;19,67
01.01.2019;00:48:00;27;0,59
01.01.2019;00:48:00;31;16,34
01.01.2019;00:48:00;33;9,87
01.01.2019;00:48:01;18;6,76
01.01.2019;00:48:16;16;15,78
01.01.2019;00:48:22;12;4,18
01.01.2019;00:48:24;6;11,65
01.01.2019;00:48:27;22;12,73
01.01.2019;00:48:31;28;24,25
01.01.2019;00:48:37;34;16,61
01.01.2019;00:48:41;36;12,86
01.01.2019;00:48:44;4;19,78
01.01.2019;00:48:52;10;14,33
01.01.2019;00:48:58;30;1,70
01.01.2019;00:50:00;1;16,14
01.01.2019;00:50:00;2;-12,99
01.01.2019;00:50:00;3;11,24
01.01.2019;00:50:00;7;16,28
01.01.2019;00:50:00;8;-13,25
01.01.2019;00:50:00;9;1,50
01.01.2019;00:50:00;13;11,91
01.01.2019;00:50:00;14;-12,22
